UDH_Atlas,T_freq_basico,T_freq_fund,T_freq_medio,T_freq_superior,I_ESCOLARIDADE,I_FREQ_PROP,IDHM,IDHM_E,IDHM_L,IDHM_R
1355030816012,97.34,98.73,78.30,36.77,0.869,0.872,0.921,0.871,0.931,0.964
1355030816013,96.58,97.21,71.61,25.21,0.686,0.825,0.831,0.776,0.910,0.814
1355030816014,93.86,94.94,74.35,35.28,0.798,0.806,0.875,0.803,0.921,0.906
1355030816015,95.36,96.70,72.35,58.29,0.907,0.885,0.944,0.892,0.943,1.000
1355030816016,92.26,96.62,65.83,4.95,0.472,0.678,0.683,0.601,0.792,0.668
1355030816017,88.55,94.26,31.71,4.95,0.472,0.678,0.683,0.601,0.792,0.668
1355030816018,85.30,90.53,21.04,5.14,0.452,0.625,0.653,0.561,0.762,0.652
1355030816019,88.55,93.20,33.29,4.95,0.472,0.678,0.683,0.601,0.792,0.668
1355030816020,79.20,87.52,15.61,5.14,0.452,0.625,0.653,0.561,0.762,0.652
1355030816021,96.58,97.21,71.61,25.21,0.686,0.825,0.831,0.776,0.910,0.814
1355030816022,94.39,96.25,72.70,11.42,0.569,0.753,0.733,0.686,0.825,0.695
1355030816023,94.39,96.25,72.70,5.45,0.396,0.598,0.661,0.521,0.804,0.689
1355030816024,88.55,93.20,33.29,4.95,0.472,0.678,0.683,0.601,0.792,0.668
1355030816025,94.39,96.25,72.70,4.95,0.472,0.678,0.683,0.601,0.792,0.668
1355030816026,94.39,96.25,72.70,13.99,0.549,0.718,0.715,0.657,0.815,0.684
1355030816027,88.54,92.53,34.28,4.95,0.472,0.678,0.683,0.601,0.792,0.668
1355030816028,97.34,98.73,78.30,36.77,0.869,0.872,0.921,0.871,0.931,0.964
1355030816029,90.03,93.40,51.92,17.36,0.574,0.774,0.756,0.701,0.851,0.724
1355030816030,94.25,96.87,62.39,13.99,0.549,0.718,0.715,0.657,0.815,0.684
1355030816031,93.64,95.90,56.71,11.42,0.569,0.753,0.733,0.686,0.825,0.695
1355030816032,93.86,94.94,74.35,35.28,0.798,0.806,0.875,0.803,0.921,0.906
1355030817001,87.69,91.60,40.01,5.25,0.562,0.692,0.708,0.646,0.812,0.678
1355030817002,93.61,95.76,45.41,8.23,0.641,0.679,0.734,0.666,0.835,0.711
1355030817003,93.93,96.69,62.99,13.88,0.679,0.726,0.773,0.710,0.872,0.745
1355030817004,95.49,98.40,57.22,17.36,0.574,0.774,0.756,0.701,0.851,0.724
1355030817005,88.96,90.60,49.33,6.65,0.553,0.715,0.713,0.656,0.812,0.680
1355030817006,93.93,96.69,62.99,13.88,0.679,0.726,0.773,0.710,0.872,0.745
1355030817007,84.38,88.67,34.87,6.39,0.481,0.663,0.661,0.596,0.753,0.644
1355030817008,85.08,86.87,34.61,6.33,0.485,0.650,0.665,0.590,0.765,0.653
1355030817009,84.69,87.05,29.20,3.03,0.384,0.602,0.625,0.518,0.744,0.635
1355030817010,91.50,95.18,36.40,6.94,0.483,0.727,0.690,0.634,0.785,0.661
1355030817011,90.31,93.38,46.08,4.72,0.481,0.636,0.680,0.579,0.806,0.675
1355030817012,91.90,94.42,34.84,2.89,0.507,0.650,0.667,0.598,0.761,0.651
1355030817013,91.51,94.87,47.24,6.77,0.555,0.680,0.703,0.635,0.802,0.683
1355030817014,93.77,96.15,46.05,6.65,0.553,0.715,0.713,0.656,0.812,0.680
1355030817015,93.77,96.15,46.05,6.77,0.555,0.680,0.703,0.635,0.802,0.683
1355030817016,95.63,97.78,76.21,6.33,0.485,0.650,0.665,0.590,0.765,0.653
1355030817017,94.15,96.13,48.60,5.25,0.562,0.692,0.708,0.646,0.812,0.678
1355030817018,90.86,93.84,43.69,8.23,0.641,0.679,0.734,0.666,0.835,0.711
1355030817019,95.49,98.40,57.22,17.36,0.574,0.774,0.756,0.701,0.851,0.724
1355030817020,95.24,96.40,58.62,19.47,0.622,0.772,0.771,0.718,0.866,0.737
1355030817021,92.73,97.22,53.18,19.47,0.622,0.772,0.771,0.718,0.866,0.737
1355030817022,88.18,92.28,36.19,5.48,0.479,0.633,0.654,0.577,0.751,0.646
1355030817023,91.38,93.94,59.37,17.27,0.639,0.779,0.762,0.729,0.849,0.715
1355030817024,90.86,93.84,43.69,6.33,0.485,0.650,0.665,0.590,0.765,0.653
1355030817025,88.18,92.28,36.19,5.48,0.479,0.633,0.654,0.577,0.751,0.646
1355030817026,92.80,96.11,56.67,11.90,0.634,0.744,0.760,0.705,0.853,0.730
1355030817027,97.71,98.71,81.70,40.75,0.799,0.817,0.914,0.811,0.940,1.000
1355030817028,93.28,94.89,64.44,37.57,0.780,0.813,0.847,0.802,0.912,0.831
1355030817029,96.09,97.23,72.90,37.57,0.780,0.813,0.847,0.802,0.912,0.831
1355030817030,96.09,97.23,72.90,37.57,0.780,0.813,0.847,0.802,0.912,0.831
1355030817031,96.09,97.23,72.90,37.57,0.780,0.813,0.847,0.802,0.912,0.831
1355030817032,96.09,97.23,72.90,37.57,0.780,0.813,0.847,0.802,0.912,0.831
1355030817033,94.15,96.13,48.60,5.25,0.562,0.692,0.708,0.646,0.812,0.678
1355030817034,88.66,92.44,41.93,5.48,0.479,0.633,0.654,0.577,0.751,0.646
1355030817035,89.05,91.58,42.84,6.33,0.485,0.650,0.665,0.590,0.765,0.653
1355030817036,96.09,97.23,72.90,37.57,0.780,0.813,0.847,0.802,0.912,0.831
1355030817037,93.77,96.15,46.05,6.77,0.555,0.680,0.703,0.635,0.802,0.683
1355030817038,85.30,90.53,21.04,5.14,0.452,0.625,0.653,0.561,0.762,0.652
1355030817039,88.99,93.31,46.53,6.33,0.485,0.650,0.665,0.590,0.765,0.653
1355030817040,91.38,93.94,59.37,17.27,0.639,0.779,0.762,0.729,0.849,0.715
1355030817041,88.99,93.31,46.53,6.33,0.485,0.650,0.665,0.590,0.765,0.653
1355030817042,91.51,94.87,47.24,6.77,0.555,0.680,0.703,0.635,0.802,0.683
1355030817043,88.18,92.28,36.19,5.48,0.479,0.633,0.654,0.577,0.751,0.646
1355030817044,89.73,93.72,29.79,6.33,0.485,0.650,0.665,0.590,0.765,0.653
1355030817045,97.71,98.71,81.70,40.75,0.799,0.817,0.914,0.811,0.940,1.000
1355030817046,94.15,96.13,48.60,5.25,0.562,0.692,0.708,0.646,0.812,0.678
1355030817047,93.77,96.15,46.05,6.77,0.555,0.680,0.703,0.635,0.802,0.683
1355030817048,92.47,96.33,54.81,17.27,0.639,0.779,0.762,0.729,0.849,0.715
1355030817049,92.73,97.22,53.18,19.47,0.622,0.772,0.771,0.718,0.866,0.737
1355030817050,94.38,97.42,55.82,11.90,0.634,0.744,0.760,0.705,0.853,0.730
1355030817051,93.52,97.01,66.15,37.57,0.780,0.813,0.847,0.802,0.912,0.831
1355030817052,88.18,92.28,36.19,5.48,0.479,0.633,0.654,0.577,0.751,0.646
1355030817053,94.15,96.13,48.60,5.25,0.562,0.692,0.708,0.646,0.812,0.678
1355030817054,92.78,94.77,60.26,37.57,0.780,0.813,0.847,0.802,0.912,0.831
1355030817055,88.55,93.20,33.29,6.33,0.485,0.650,0.665,0.590,0.765,0.653
1355030817056,94.99,98.99,64.02,37.57,0.780,0.813,0.847,0.802,0.912,0.831
1355030817057,96.58,98.05,75.22,40.75,0.799,0.817,0.914,0.811,0.940,1.000
1355030817058,97.71,98.71,81.70,40.75,0.799,0.817,0.914,0.811,0.940,1.000
1355030817059,88.18,92.28,36.19,5.48,0.479,0.633,0.654,0.577,0.751,0.646
1355030817060,88.99,93.31,46.53,6.33,0.485,0.650,0.665,0.590,0.765,0.653
1355030817061,85.30,90.53,21.04,6.33,0.485,0.650,0.665,0.590,0.765,0.653
1355030817062,93.61,95.76,45.41,8.23,0.641,0.679,0.734,0.666,0.835,0.711
1355030817063,96.09,97.23,72.90,37.57,0.780,0.813,0.847,0.802,0.912,0.831
1355030817064,88.99,93.31,46.53,2.89,0.507,0.650,0.667,0.598,0.761,0.651
1355030817065,86.11,91.28,32.42,3.96,0.442,0.613,0.638,0.550,0.743,0.635
1355030817066,88.99,93.31,46.53,6.33,0.485,0.650,0.665,0.590,0.765,0.653
1355030817067,89.97,93.62,47.29,5.48,0.479,0.633,0.654,0.577,0.751,0.646
1355030817068,93.77,96.15,46.05,6.65,0.553,0.715,0.713,0.656,0.812,0.680
1355030817069,86.11,91.28,32.42,3.96,0.442,0.613,0.638,0.550,0.743,0.635
1355030817070,96.09,97.23,72.90,37.57,0.780,0.813,0.847,0.802,0.912,0.831
1355030817071,88.18,92.28,36.19,5.48,0.479,0.633,0.654,0.577,0.751,0.646
1355030817072,97.71,98.71,81.70,40.75,0.799,0.817,0.914,0.811,0.940,1.000
1355030817073,96.09,97.23,72.90,37.57,0.780,0.813,0.847,0.802,0.912,0.831
1355030817074,92.42,95.16,64.04,37.57,0.780,0.813,0.847,0.802,0.912,0.831
1355030817075,88.18,92.28,36.19,5.48,0.479,0.633,0.654,0.577,0.751,0.646
1355030817076,92.73,97.22,53.18,19.47,0.622,0.772,0.771,0.718,0.866,0.737
1355030817077,92.26,96.62,65.83,24.01,0.745,0.837,0.846,0.805,0.912,0.826
1355030817078,91.38,93.94,59.37,17.27,0.639,0.779,0.762,0.729,0.849,0.715
1355030817079,92.80,96.11,56.67,11.90,0.634,0.744,0.760,0.705,0.853,0.730
1355030817080,93.33,95.31,46.78,8.23,0.641,0.679,0.734,0.666,0.835,0.711
1355030817081,96.09,97.23,72.90,37.57,0.780,0.813,0.847,0.802,0.912,0.831
1355030817082,96.09,97.23,72.90,37.57,0.780,0.813,0.847,0.802,0.912,0.831
1355030817083,96.09,97.23,72.90,37.57,0.780,0.813,0.847,0.802,0.912,0.831
1355030817084,91.38,93.94,59.37,17.27,0.639,0.779,0.762,0.729,0.849,0.715
1355030817085,93.77,96.15,46.05,6.77,0.555,0.680,0.703,0.635,0.802,0.683
1355030817086,93.77,96.15,46.05,6.77,0.555,0.680,0.703,0.635,0.802,0.683
1355030817087,91.94,95.18,36.57,8.23,0.641,0.679,0.734,0.666,0.835,0.711
1355030817088,93.77,96.15,46.05,6.77,0.555,0.680,0.703,0.635,0.802,0.683
1355030817089,89.97,93.62,47.29,8.23,0.641,0.679,0.734,0.666,0.835,0.711
1355030817090,92.70,95.01,45.05,11.90,0.634,0.744,0.760,0.705,0.853,0.730
1355030817091,86.71,91.85,30.40,6.77,0.555,0.680,0.703,0.635,0.802,0.683
1355030817092,92.80,96.11,56.67,6.65,0.553,0.715,0.713,0.656,0.812,0.680
1355030817093,96.09,97.23,72.90,37.57,0.780,0.813,0.847,0.802,0.912,0.831
1355030817094,92.26,96.62,65.83,24.01,0.745,0.837,0.846,0.805,0.912,0.826
1355030817095,93.33,95.31,46.78,17.27,0.639,0.779,0.762,0.729,0.849,0.715
1355030818001,91.53,93.90,67.93,28.96,0.723,0.767,0.824,0.752,0.911,0.816
1355030818002,93.45,95.02,60.46,24.37,0.670,0.786,0.823,0.745,0.911,0.822
1355030818003,92.16,93.24,70.58,41.53,0.812,0.834,0.881,0.827,0.920,0.898
1355030818004,96.10,98.46,76.74,38.65,0.806,0.837,0.886,0.827,0.922,0.912
1355030818005,96.70,99.78,77.29,38.21,0.787,0.844,0.896,0.825,0.927,0.941
1355030818006,95.53,96.80,71.65,40.65,0.815,0.867,0.904,0.849,0.927,0.940
1355030818007,97.13,97.22,87.31,52.01,0.850,0.902,0.938,0.884,0.936,0.997
1355030818008,98.26,98.85,82.18,41.17,0.813,0.849,0.913,0.837,0.933,0.976
1355030818009,97.50,98.72,88.54,40.60,0.825,0.852,0.907,0.843,0.928,0.953
1355030818010,91.36,95.13,57.43,15.36,0.590,0.720,0.772,0.674,0.877,0.777
1355030818011,91.36,95.13,57.43,15.36,0.590,0.720,0.772,0.674,0.877,0.777
1355030818012,93.45,95.02,60.46,24.37,0.670,0.786,0.823,0.745,0.911,0.822
1355030818013,91.36,95.13,57.43,15.36,0.590,0.720,0.772,0.674,0.877,0.777
1355030818014,86.95,92.62,34.67,5.86,0.425,0.601,0.639,0.535,0.754,0.648
1355030818015,95.24,97.96,59.84,15.36,0.590,0.720,0.772,0.674,0.877,0.777
1355030818016,94.10,97.86,63.19,40.60,0.825,0.852,0.907,0.843,0.928,0.953
1355030818017,85.40,91.66,25.60,5.14,0.452,0.625,0.653,0.561,0.762,0.652
1355030818018,97.55,98.51,80.93,25.46,0.660,0.758,0.810,0.724,0.910,0.806
1355030818019,91.53,93.90,67.93,28.96,0.723,0.767,0.824,0.752,0.911,0.816
1355030818020,96.04,98.71,73.57,40.60,0.825,0.852,0.907,0.843,0.928,0.953
1355030818021,97.55,98.51,80.93,25.46,0.660,0.758,0.810,0.724,0.910,0.806
1355030818022,92.16,93.24,70.58,41.53,0.812,0.834,0.881,0.827,0.920,0.898
1355030818023,85.30,90.53,21.04,5.14,0.452,0.625,0.653,0.561,0.762,0.652
1355030818024,91.38,93.94,59.37,15.36,0.590,0.720,0.772,0.674,0.877,0.777
1355030818025,91.53,93.90,67.93,28.96,0.723,0.767,0.824,0.752,0.911,0.816
1355030818026,91.53,93.90,67.93,28.96,0.723,0.767,0.824,0.752,0.911,0.816
1355030818027,91.36,95.13,57.43,15.36,0.590,0.720,0.772,0.674,0.877,0.777
1355030818028,91.53,93.90,67.93,28.96,0.723,0.767,0.824,0.752,0.911,0.816
1355030818029,91.36,95.13,57.43,15.36,0.590,0.720,0.772,0.674,0.877,0.777
1355030818030,97.55,98.51,80.93,25.46,0.660,0.758,0.810,0.724,0.910,0.806
1355030818031,97.55,98.51,80.93,25.46,0.660,0.758,0.810,0.724,0.910,0.806
1355030818033,91.53,93.90,67.93,28.96,0.723,0.767,0.824,0.752,0.911,0.816
1355030818034,94.80,97.27,68.03,41.53,0.812,0.834,0.881,0.827,0.920,0.898
1355030818035,96.19,98.64,71.58,40.60,0.825,0.852,0.907,0.843,0.928,0.953
1355030818036,91.36,95.13,57.43,15.36,0.590,0.720,0.772,0.674,0.877,0.777
1355030818037,94.99,98.99,64.02,28.96,0.723,0.767,0.824,0.752,0.911,0.816
1355030818038,93.45,95.02,60.46,24.37,0.670,0.786,0.823,0.745,0.911,0.822
1355030818039,98.17,98.43,75.50,41.53,0.812,0.834,0.881,0.827,0.920,0.898
1355030818040,92.16,93.24,70.58,41.53,0.812,0.834,0.881,0.827,0.920,0.898
1355030818041,92.82,96.66,52.87,15.36,0.590,0.720,0.772,0.674,0.877,0.777
1355030818042,91.53,93.90,67.93,28.96,0.723,0.767,0.824,0.752,0.911,0.816
1355030818043,93.45,95.02,60.46,24.37,0.670,0.786,0.823,0.745,0.911,0.822
1355030818044,93.45,95.02,60.46,24.37,0.670,0.786,0.823,0.745,0.911,0.822
1355030818045,97.55,98.51,80.93,25.46,0.660,0.758,0.810,0.724,0.910,0.806
1355030818046,97.55,98.51,80.93,25.46,0.660,0.758,0.810,0.724,0.910,0.806
1355030818047,94.25,98.03,55.73,28.96,0.723,0.767,0.824,0.752,0.911,0.816
1355030818048,96.32,97.48,73.18,40.60,0.825,0.852,0.907,0.843,0.928,0.953
1355030818049,94.77,95.55,67.65,15.36,0.590,0.720,0.772,0.674,0.877,0.777
1355030818050,91.53,93.90,67.93,28.96,0.723,0.767,0.824,0.752,0.911,0.816
1355030818051,92.16,93.24,70.58,41.53,0.812,0.834,0.881,0.827,0.920,0.898
1355030819001,88.66,92.44,41.93,2.55,0.446,0.638,0.651,0.566,0.752,0.647
1355030819002,91.92,93.54,52.21,4.04,0.595,0.709,0.740,0.669,0.848,0.714
1355030819003,87.53,92.08,37.23,2.55,0.446,0.638,0.651,0.566,0.752,0.647
1355030819004,91.90,94.42,34.84,5.91,0.482,0.686,0.670,0.610,0.758,0.650
1355030819005,89.11,90.98,38.85,1.85,0.438,0.651,0.643,0.570,0.741,0.629
1355030819006,92.78,94.77,60.26,24.01,0.745,0.837,0.846,0.805,0.912,0.826
1355030819007,91.90,94.42,34.84,5.91,0.482,0.686,0.670,0.610,0.758,0.650
1355030819008,87.88,92.00,22.46,5.91,0.482,0.686,0.670,0.610,0.758,0.650
1355030819009,91.90,94.42,34.84,5.91,0.482,0.686,0.670,0.610,0.758,0.650
1355030819010,86.11,91.28,32.42,1.85,0.438,0.651,0.643,0.570,0.741,0.629
1355030819011,91.90,94.42,34.84,5.91,0.482,0.686,0.670,0.610,0.758,0.650
1355030819012,90.03,93.40,51.92,4.04,0.595,0.709,0.740,0.669,0.848,0.714
1355030819013,90.03,93.40,51.92,4.04,0.595,0.709,0.740,0.669,0.848,0.714
1355030819014,91.90,94.42,34.84,5.91,0.482,0.686,0.670,0.610,0.758,0.650
1355030819015,92.52,94.63,59.46,4.04,0.595,0.709,0.740,0.669,0.848,0.714
1355030819016,90.03,93.40,51.92,4.04,0.595,0.709,0.740,0.669,0.848,0.714
1355030819017,91.38,93.94,59.37,4.04,0.595,0.709,0.740,0.669,0.848,0.714
1355030819018,87.53,92.08,37.23,2.55,0.446,0.638,0.651,0.566,0.752,0.647
1355030819019,89.48,91.96,48.61,4.04,0.595,0.709,0.740,0.669,0.848,0.714
1355030820001,95.62,98.12,65.58,15.23,0.639,0.773,0.787,0.725,0.884,0.761
1355030820002,97.27,98.08,72.69,27.39,0.782,0.849,0.855,0.826,0.912,0.831
1355030820003,95.42,95.23,78.60,39.25,0.823,0.862,0.880,0.849,0.916,0.875
1355030820004,94.41,97.65,58.19,32.28,0.752,0.831,0.842,0.804,0.911,0.816
1355030820005,92.97,95.26,54.96,14.70,0.632,0.742,0.765,0.703,0.866,0.736
1355030820006,95.62,98.12,65.58,15.23,0.639,0.773,0.787,0.725,0.884,0.761
1355030820007,93.37,94.88,69.52,21.03,0.686,0.787,0.804,0.752,0.896,0.771
1355030820008,95.39,97.27,71.84,23.52,0.698,0.811,0.808,0.771,0.882,0.775
1355030820009,94.04,95.79,48.18,28.50,0.743,0.840,0.827,0.806,0.901,0.779
1355030820010,89.54,92.84,54.16,14.70,0.632,0.742,0.765,0.703,0.866,0.736
1355030820011,96.65,98.00,75.33,39.25,0.823,0.862,0.880,0.849,0.916,0.875
1355030820012,86.44,91.71,26.03,5.00,0.435,0.664,0.665,0.577,0.777,0.657
1355030820013,86.44,91.71,26.03,5.00,0.435,0.664,0.665,0.577,0.777,0.657
1355030820014,96.37,97.22,76.89,39.25,0.823,0.862,0.880,0.849,0.916,0.875
1355030820015,96.82,97.95,71.86,32.28,0.752,0.831,0.842,0.804,0.911,0.816
1355030820016,93.52,97.01,66.15,27.39,0.782,0.849,0.855,0.826,0.912,0.831
1355030820017,86.44,91.71,26.03,5.00,0.435,0.664,0.665,0.577,0.777,0.657
1355030820018,95.62,98.12,65.58,15.23,0.639,0.773,0.787,0.725,0.884,0.761
1355030820019,92.63,95.09,59.36,14.80,0.662,0.739,0.775,0.712,0.871,0.751
1355030820020,96.82,97.95,71.86,32.28,0.752,0.831,0.842,0.804,0.911,0.816
1355030820021,98.08,98.85,90.35,26.79,0.734,0.770,0.819,0.758,0.908,0.799
1355030820022,93.86,94.94,74.35,30.76,0.766,0.832,0.859,0.809,0.914,0.858
1355030820023,98.08,98.85,90.35,26.79,0.734,0.770,0.819,0.758,0.908,0.799
1355030820024,86.11,91.28,32.42,3.96,0.442,0.613,0.638,0.550,0.743,0.635
1355030820025,91.94,95.18,36.57,14.85,0.596,0.765,0.748,0.704,0.835,0.711
1355030820026,93.52,97.01,66.15,27.39,0.782,0.849,0.855,0.826,0.912,0.831
1355030820027,93.80,97.58,67.85,23.52,0.698,0.811,0.808,0.771,0.882,0.775
1355030820028,92.47,96.33,54.81,14.85,0.596,0.765,0.748,0.704,0.835,0.711
1355030820029,92.63,95.09,59.36,14.80,0.662,0.739,0.775,0.712,0.871,0.751
1355030820030,98.08,98.85,90.35,26.79,0.734,0.770,0.819,0.758,0.908,0.799
1355030820031,86.44,91.71,26.03,5.00,0.435,0.664,0.665,0.577,0.777,0.657
1355030820032,86.44,91.71,26.03,5.00,0.435,0.664,0.665,0.577,0.777,0.657
1355030820033,92.97,95.26,54.96,14.70,0.632,0.742,0.765,0.703,0.866,0.736
1355030820034,86.44,91.71,26.03,5.00,0.435,0.664,0.665,0.577,0.777,0.657
1355030820035,86.44,91.71,26.03,5.00,0.435,0.664,0.665,0.577,0.777,0.657
1355030820036,86.44,91.71,26.03,5.00,0.435,0.664,0.665,0.577,0.777,0.657
1355030820037,86.11,91.28,32.42,3.96,0.442,0.613,0.638,0.550,0.743,0.635
1355030820038,93.86,94.94,74.35,30.76,0.766,0.832,0.859,0.809,0.914,0.858
1355030820039,95.39,97.27,71.84,23.52,0.698,0.811,0.808,0.771,0.882,0.775
1355030820040,93.64,95.90,56.71,14.85,0.596,0.765,0.748,0.704,0.835,0.711
1355030820041,86.11,91.28,32.42,3.96,0.442,0.613,0.638,0.550,0.743,0.635
1355030820042,98.08,98.85,90.35,26.79,0.734,0.770,0.819,0.758,0.908,0.799
1355030820043,93.52,97.01,66.15,27.39,0.782,0.849,0.855,0.826,0.912,0.831
1355030820044,91.94,95.18,36.57,14.85,0.596,0.765,0.748,0.704,0.835,0.711
1355030820045,91.94,95.18,36.57,14.85,0.596,0.765,0.748,0.704,0.835,0.711
1355030820046,89.25,95.37,43.65,3.96,0.442,0.613,0.638,0.550,0.743,0.635
1355030820047,94.09,95.44,72.02,27.39,0.782,0.849,0.855,0.826,0.912,0.831
1355030820048,95.39,97.12,67.70,25.43,0.715,0.790,0.823,0.764,0.909,0.802
1355030820049,87.88,92.00,22.46,5.00,0.435,0.664,0.665,0.577,0.777,0.657
1355030820050,91.94,95.18,36.57,14.85,0.596,0.765,0.748,0.704,0.835,0.711
1355030820051,96.82,97.95,71.86,32.28,0.752,0.831,0.842,0.804,0.911,0.816
1355030820052,96.65,98.00,75.33,39.25,0.823,0.862,0.880,0.849,0.916,0.875
1355030820053,85.30,90.53,21.04,3.96,0.442,0.613,0.638,0.550,0.743,0.635
1355030820054,93.84,97.96,66.97,24.82,0.697,0.724,0.793,0.715,0.899,0.776
1355030820055,95.39,97.12,67.70,25.43,0.715,0.790,0.823,0.764,0.909,0.802
1355030820056,86.44,91.71,26.03,5.00,0.435,0.664,0.665,0.577,0.777,0.657
1355030820057,91.87,93.61,52.66,14.85,0.596,0.765,0.748,0.704,0.835,0.711
1355030820058,93.86,94.94,74.35,30.76,0.766,0.832,0.859,0.809,0.914,0.858
1355030820059,91.94,95.18,36.57,14.85,0.596,0.765,0.748,0.704,0.835,0.711
1355030820060,92.97,95.26,54.96,14.70,0.632,0.742,0.765,0.703,0.866,0.736
1355030820061,95.39,97.12,67.70,25.43,0.715,0.790,0.823,0.764,0.909,0.802
1355030820062,92.48,94.24,60.96,24.82,0.697,0.724,0.793,0.715,0.899,0.776
1355030820063,97.12,97.43,70.72,30.76,0.766,0.832,0.859,0.809,0.914,0.858
1355030820064,92.97,95.26,54.96,14.70,0.632,0.742,0.765,0.703,0.866,0.736
1355030820065,86.44,91.71,26.03,5.00,0.435,0.664,0.665,0.577,0.777,0.657
1355030820066,96.82,97.95,71.86,32.28,0.752,0.831,0.842,0.804,0.911,0.816
1355030820067,92.48,94.24,60.96,24.82,0.697,0.724,0.793,0.715,0.899,0.776
1355030820068,93.52,97.01,66.15,27.39,0.782,0.849,0.855,0.826,0.912,0.831
1355030820069,95.39,97.27,71.84,23.52,0.698,0.811,0.808,0.771,0.882,0.775
1355030820070,93.86,94.94,74.35,30.76,0.766,0.832,0.859,0.809,0.914,0.858
1355030820071,92.48,94.24,60.96,24.82,0.697,0.724,0.793,0.715,0.899,0.776
1355030820072,96.96,98.15,66.80,5.00,0.435,0.664,0.665,0.577,0.777,0.657
1355030820073,93.93,95.65,63.53,30.76,0.766,0.832,0.859,0.809,0.914,0.858
1355030821001,90.33,94.39,52.79,12.58,0.655,0.758,0.757,0.722,0.834,0.721
1355030821002,91.36,94.25,41.79,8.25,0.582,0.719,0.710,0.670,0.797,0.670
1355030821003,88.07,93.71,42.96,8.25,0.582,0.719,0.710,0.670,0.797,0.670
1355030821004,88.07,93.71,42.96,8.25,0.582,0.719,0.710,0.670,0.797,0.670
1355030821005,88.07,93.71,42.96,8.25,0.582,0.719,0.710,0.670,0.797,0.670
1355030821006,93.09,96.37,58.58,20.34,0.631,0.825,0.786,0.754,0.869,0.742
1355030821007,92.64,96.25,52.00,12.58,0.655,0.758,0.757,0.722,0.834,0.721
1355030821008,88.07,93.71,42.96,8.25,0.582,0.719,0.710,0.670,0.797,0.670
1355030821009,95.07,97.22,65.27,20.34,0.631,0.825,0.786,0.754,0.869,0.742
1355030821010,86.71,91.85,30.40,5.45,0.504,0.684,0.665,0.618,0.746,0.638
1355030821011,88.07,93.71,42.96,8.25,0.582,0.719,0.710,0.670,0.797,0.670
1355030821012,88.07,93.71,42.96,8.25,0.582,0.719,0.710,0.670,0.797,0.670
1355030821013,93.09,96.37,58.58,20.34,0.631,0.825,0.786,0.754,0.869,0.742
1355030821014,87.16,92.65,20.69,5.45,0.504,0.684,0.665,0.618,0.746,0.638
1355030821015,86.71,91.85,30.40,5.45,0.504,0.684,0.665,0.618,0.746,0.638
1355030821016,86.71,91.85,30.40,5.45,0.504,0.684,0.665,0.618,0.746,0.638
1355030821017,86.71,91.85,30.40,5.45,0.504,0.684,0.665,0.618,0.746,0.638
1355030822001,96.87,100.00,80.97,46.01,0.885,0.894,0.946,0.891,0.949,1.000
1355030822002,98.48,97.92,82.96,55.23,0.913,0.861,0.942,0.878,0.952,1.000
1355030822003,98.23,97.78,81.57,63.26,0.923,0.917,0.956,0.919,0.952,1.000
1355030822004,97.31,97.83,82.09,46.07,0.886,0.901,0.949,0.896,0.954,1.000
1355030822005,96.46,98.01,84.73,52.43,0.942,0.869,0.947,0.893,0.950,1.000
1355030822006,97.51,99.27,83.84,45.38,0.885,0.817,0.923,0.839,0.937,1.000
1355030822007,98.87,99.71,88.75,46.07,0.886,0.901,0.949,0.896,0.954,1.000
1355030822008,99.23,99.67,82.15,58.26,0.921,0.962,0.965,0.948,0.947,1.000
1355030822009,97.46,97.22,82.20,62.94,0.910,0.933,0.956,0.925,0.944,1.000
1355030822010,97.59,99.19,84.52,43.34,0.901,0.849,0.934,0.866,0.941,1.000
1355030822011,96.77,98.84,78.29,48.75,0.881,0.864,0.936,0.870,0.944,1.000
1355030822012,97.51,99.27,83.84,38.50,0.868,0.819,0.921,0.835,0.937,1.000
1355030822013,79.20,87.52,15.61,19.13,0.655,0.787,0.781,0.740,0.868,0.741
1355030822014,97.51,99.27,83.84,45.38,0.885,0.817,0.923,0.839,0.937,1.000
1355030822015,97.51,99.27,83.84,45.38,0.885,0.817,0.923,0.839,0.937,1.000
1355030822016,99.23,99.67,82.15,58.26,0.921,0.962,0.965,0.948,0.947,1.000
1355030822017,97.17,98.65,79.99,46.07,0.886,0.901,0.949,0.896,0.954,1.000
1355030822018,95.40,97.78,66.11,45.38,0.885,0.817,0.923,0.839,0.937,1.000
1355030822019,97.51,99.27,83.84,38.50,0.868,0.819,0.921,0.835,0.937,1.000
1355030822020,97.51,99.27,83.84,45.38,0.885,0.817,0.923,0.839,0.937,1.000
1355030822021,99.23,99.67,82.15,58.26,0.921,0.962,0.965,0.948,0.947,1.000
1355030822022,99.23,99.67,82.15,58.26,0.921,0.962,0.965,0.948,0.947,1.000
1355030822023,97.31,97.83,82.09,46.07,0.886,0.901,0.949,0.896,0.954,1.000
1355030822024,96.95,97.85,80.37,13.88,0.679,0.726,0.773,0.710,0.872,0.745
1355030822025,99.23,99.67,82.15,58.26,0.921,0.962,0.965,0.948,0.947,1.000
1355030822026,95.40,97.78,66.11,38.50,0.868,0.819,0.921,0.835,0.937,1.000
1355030822027,95.36,96.70,72.35,38.50,0.868,0.819,0.921,0.835,0.937,1.000
