Cod_setor,Populacao
355030814000044,932
355030814000045,890
355030814000046,720
355030814000047,658
355030814000048,427
355030814000049,982
355030814000050,609
355030814000052,1012
355030814000053,563
355030814000054,808
355030814000055,690
355030814000056,732
355030815000001,455
355030815000002,308
355030815000003,585
355030815000004,502
355030815000005,507
355030815000006,707
355030815000007,588
355030815000008,538
355030815000009,296
355030815000010,434
355030815000011,669
355030815000012,422
355030815000013,491
355030815000014,606
355030815000015,1015
355030815000017,470
355030815000018,549
355030815000019,535
355030815000020,607
355030815000021,679
355030815000022,618
355030815000023,363
355030815000024,504
355030815000025,511
355030815000026,503
355030815000027,504
355030815000028,452
355030815000029,29
355030815000030,445
355030815000031,448
355030815000032,444
355030815000033,614
355030815000034,288
355030815000035,390
355030815000036,480
355030815000037,504
355030815000038,519
355030815000039,583
355030815000040,455
355030815000041,340
355030815000042,420
355030815000043,576
355030815000044,281
355030815000045,705
355030815000046,479
355030815000047,407
355030815000048,224
355030815000049,532
355030815000050,296
355030815000051,330
355030815000052,503
355030815000053,420
355030815000054,381
355030815000055,479
355030815000056,515
355030815000057,505
355030815000058,273
355030815000059,329
355030815000060,506
355030815000061,664
355030815000062,483
355030815000063,608
355030815000064,293
355030815000065,821
355030815000066,342
355030815000067,292
355030815000068,601
355030815000069,364
355030815000070,393
355030815000071,267
355030815000072,480
355030815000073,422
355030815000074,367
355030815000075,595
355030815000076,507
355030815000077,506
355030815000078,790
355030815000079,829
355030815000080,459
355030815000081,690
355030815000082,1108
355030815000083,646
355030815000084,613
355030815000085,475
355030815000086,290
355030815000087,374
355030815000088,646
355030815000089,241
355030815000090,527
355030815000091,589
355030815000092,659
355030815000093,490
355030815000094,374
355030815000095,372
355030815000096,547
355030815000097,557
355030815000098,567
355030815000099,448
355030815000100,423
355030815000101,520
355030815000102,474
355030815000103,93
355030815000104,726
355030815000105,206
355030815000106,398
355030815000107,243
355030815000108,334
355030815000109,68
355030815000110,168
355030815000111,452
355030815000112,367
355030815000113,298
355030815000114,328
355030815000115,531
355030815000116,496
355030815000117,677
355030815000118,619
355030815000119,239
355030815000120,319
355030815000121,465
355030815000122,387
355030815000123,617
355030815000124,350
355030815000125,351
355030815000126,205
355030815000127,286
355030815000128,573
355030815000129,581
355030815000130,469
355030815000131,541
355030815000132,268
355030815000133,473
355030815000134,272
355030815000135,247
355030815000136,391
355030815000137,190
355030815000138,394
355030815000139,442
355030815000140,681
355030815000141,359
355030815000142,312
355030815000146,175
355030815000147,160
355030815000148,170
355030816000001,814
355030816000002,867
355030816000003,725
355030816000004,583
355030816000005,541
355030816000006,515
355030816000007,426
355030816000008,859
355030816000009,555
355030816000010,723
355030816000011,675
355030816000012,743
355030816000013,585
355030816000014,453
355030816000015,679
355030816000016,632
355030816000017,624
355030816000018,970
355030816000019,552
355030816000020,551
355030816000021,600
355030816000022,804
355030816000023,876
355030816000024,457
355030816000025,856
355030816000026,785
355030816000027,887
355030816000028,1027
355030816000029,687
355030816000030,413
355030816000031,425
355030816000032,434
355030816000033,1157
355030816000034,757
355030816000035,752
355030816000036,873
355030816000037,696
355030816000038,748
355030816000039,845
355030816000040,651
355030816000041,1009
355030816000042,681
355030816000043,517
355030816000044,697
355030816000045,548
355030816000046,330
355030816000047,578
355030816000048,617
355030816000049,536
355030816000050,1097
355030816000051,1059
355030816000052,561
355030816000053,368
355030816000054,1013
355030816000055,628
355030816000056,855
355030816000057,798
355030816000058,828
355030816000059,856
355030816000060,1150
355030816000061,534
355030816000062,513
355030816000063,380
355030816000064,326
355030816000065,472
355030816000066,377
355030816000067,31
355030816000068,651
355030816000069,505
355030816000070,762
355030816000071,558
355030816000072,450
355030816000073,640
355030816000074,705
355030816000075,647
355030816000076,607
355030816000077,662
355030816000078,698
355030816000079,873
355030816000080,359
355030816000081,518
355030816000082,972
355030816000083,640
355030816000084,668
355030816000085,904
355030816000086,1244
355030816000087,448
355030816000088,868
355030816000089,981
355030816000090,465
355030816000091,382
355030816000092,502
355030816000093,642
355030816000094,614
355030816000095,317
355030816000096,704
355030816000097,385
355030816000098,899
355030816000099,461
355030816000100,174
355030816000101,501
355030816000102,418
355030816000103,542
355030816000104,117
355030816000105,309
355030816000106,809
355030816000108,730
355030816000109,539
355030816000110,354
355030816000111,510
355030816000112,657
355030816000113,674
355030816000114,310
355030816000115,627
355030816000116,767
355030816000117,417
355030816000118,924
355030816000119,433
355030816000120,781
355030816000121,544
355030816000122,489
355030816000123,858
355030816000124,402
355030816000125,620
355030816000126,751
355030816000127,503
355030816000128,25
355030816000129,794
355030816000130,698
355030816000131,638
355030816000133,817
355030816000134,735
355030816000135,295
355030816000136,393
355030816000137,431
355030816000138,459
355030816000139,579
355030816000140,650
355030816000141,681
355030816000142,480
355030816000143,627
355030816000144,746
355030816000145,472
355030816000146,362
355030816000147,522
355030816000148,1225
355030816000149,328
355030816000150,8
355030816000151,492
355030816000152,463
355030816000153,358
355030816000154,483
355030816000155,740
355030816000156,468
355030816000157,418
355030816000158,385
355030816000159,493
355030816000160,1
355030816000161,69
355030816000162,263
355030816000163,322
355030816000164,338
355030816000165,358
355030816000166,301
355030816000167,268
355030816000168,449
355030816000169,17
355030816000170,249
355030816000171,58
355030816000174,478
355030816000175,181
355030816000176,154
355030816000177,195
355030816000178,95
355030817000001,599
355030817000002,353
355030817000003,1047
355030817000004,621
355030817000005,1034
355030817000006,473
355030817000007,195
355030817000008,419
355030817000009,471
355030817000010,345
355030817000011,2229
355030817000012,567
355030817000013,752
355030817000014,648
355030817000015,929
355030817000016,546
355030817000017,546
355030817000018,608
355030817000019,465
355030817000020,874
355030817000021,383
355030817000022,668
355030817000023,789
355030817000024,735
355030817000025,722
355030817000026,525
355030817000027,410
355030817000028,577
355030817000029,402
355030817000030,620
355030817000031,607
355030817000032,317
355030817000033,543
355030817000034,662
355030817000035,1734
355030817000036,1421
355030817000037,999
355030817000038,845
355030817000039,1056
355030817000040,798
355030817000041,1252
355030817000042,391
355030817000043,432
355030817000044,581
355030817000045,511
355030817000046,799
355030817000047,377
355030817000048,679
355030817000049,493
355030817000050,557
355030817000051,971
355030817000052,592
355030817000053,372
355030817000054,604
355030817000055,1633
355030817000056,325
355030817000057,888
355030817000058,400
355030817000059,790
355030817000060,302
355030817000061,470
355030817000062,981
355030817000063,638
355030817000064,1017
355030817000065,1148
355030817000066,696
355030817000067,597
355030817000068,567
355030817000069,550
355030817000070,744
355030817000071,648
355030817000072,567
355030817000073,85
355030817000074,137
355030817000075,866
355030817000076,416
355030817000077,704
355030817000078,771
355030817000079,497
355030817000080,420
355030817000081,935
355030817000082,288
355030817000083,705
355030817000084,729
355030817000085,910
